client_id,frame,delay_ms,fps
3,56,638.069,1.567
3,57,324.124,3.085
3,58,331.101,3.02
3,59,409.679,2.441
3,60,350.072,2.857
3,61,483.107,2.07
3,62,443.353,2.256
3,63,461.18,2.168
3,64,418.04,2.392
3,65,488.523,2.047
3,66,522.781,1.913
3,67,336.562,2.971
3,68,544.974,1.835
3,69,517.429,1.933
3,70,435.914,2.294
3,71,323.96,3.087
3,72,384.913,2.598
3,73,580.94,1.721
3,74,380.09,2.631
3,75,579.896,1.724
3,76,410.979,2.433
3,77,434.735,2.3
3,78,435.762,2.295
3,79,380.667,2.627
3,80,442.314,2.261
3,81,529.745,1.888
3,82,440.585,2.27
3,83,580.613,1.722
3,84,469.963,2.128
3,85,420.486,2.378
3,86,356.074,2.808
3,87,445.622,2.244
3,88,534.43,1.871
3,89,515.552,1.94
3,90,460.28,2.173
3,91,526.151,1.901
3,92,523.979,1.908
3,93,436.534,2.291
3,94,468.115,2.136
3,95,497.29,2.011
3,96,287.672,3.476
3,97,507.298,1.971
3,98,415.229,2.408
3,99,413.406,2.419
3,100,534.29,1.872
3,101,390.216,2.563
3,102,482.604,2.072
3,103,480.395,2.082
3,104,440.189,2.272
3,105,544.995,1.835
3,106,463.401,2.158
3,107,534.661,1.87
3,108,495.403,2.019
3,109,412.547,2.424
3,110,357.901,2.794
3,111,370.322,2.7
3,112,498.813,2.005
3,113,575.969,1.736
3,114,482.283,2.073
3,115,497.308,2.011
3,116,375.662,2.662
3,117,526.682,1.899
3,118,455.869,2.194
3,119,334.012,2.994
3,120,488.543,2.047
3,121,485.246,2.061
3,122,387.585,2.58
3,123,399.987,2.5
3,124,480.192,2.083
3,125,467.079,2.141
3,126,438.87,2.279
3,127,685.463,1.459
3,128,446.742,2.238
3,129,515.388,1.94
3,130,435.194,2.298
3,131,449.075,2.227
3,132,492.547,2.03
3,133,379.872,2.632
3,134,447.377,2.235
3,135,521.925,1.916
3,136,522.817,1.913
3,137,480.996,2.079
3,138,495.201,2.019
3,139,416.133,2.403
3,140,499.857,2.001
3,141,372.253,2.686
3,142,334.853,2.986
3,143,399.909,2.501
3,144,411.246,2.432
3,145,490.737,2.038
3,146,479.852,2.084
3,147,428.597,2.333
3,148,478.83,2.088
3,149,315.137,3.173
3,150,251.215,3.981
3,151,101.085,9.893
4,1,477.087,2.096
4,2,357.604,2.796
4,3,448.836,2.228
4,4,425.202,2.352
4,5,431.071,2.32
4,6,350.444,2.854
4,7,426.432,2.345
4,8,402.267,2.486
4,9,462.866,2.16
4,10,308.689,3.24
4,11,429.439,2.329
4,12,463.972,2.155
4,13,337.043,2.967
4,14,455.376,2.196
4,15,357.073,2.801
4,16,456.761,2.189
4,17,349.076,2.865
4,18,462.492,2.162
4,19,444.597,2.249
4,20,442.591,2.259
4,21,364.201,2.746
4,22,367.68,2.72
4,23,401.571,2.49
4,24,411.999,2.427
4,25,441.463,2.265
4,26,340.631,2.936
4,27,485.232,2.061
4,28,424.383,2.356
4,29,368.288,2.715
4,30,471.956,2.119
4,31,390.217,2.563
4,32,487.176,2.053
4,33,439.2,2.277
4,34,331.9,3.013
4,35,353.607,2.828
4,36,542.317,1.844
4,37,517.533,1.932
4,38,418.177,2.391
4,39,437.604,2.285
4,40,523.42,1.911
4,41,378.592,2.641
4,42,566.789,1.764
4,43,390.942,2.558
4,44,440.961,2.268
4,45,426.104,2.347
4,46,494.06,2.024
4,47,515.638,1.939
4,48,440.248,2.271
4,49,531.253,1.882
4,50,387.372,2.581
4,51,524.031,1.908
4,52,389.569,2.567
4,53,440.044,2.272
4,54,442.845,2.258
4,55,396.059,2.525
4,56,473.36,2.113
4,57,480.684,2.08
4,58,432.81,2.31
4,59,407.014,2.457
4,60,467.311,2.14
4,61,425.705,2.349
4,62,419.489,2.384
4,63,363.694,2.75
4,64,438.25,2.282
4,65,510.242,1.96
4,66,510.641,1.958
4,67,487.957,2.049
4,68,450.56,2.219
4,69,633.034,1.58
4,70,392.37,2.549
4,71,320.364,3.121
4,72,487.708,2.05
4,73,364.025,2.747
4,74,397.713,2.514
4,75,530.13,1.886
4,76,475.21,2.104
4,77,482.786,2.071
4,78,348.805,2.867
4,79,440.673,2.269
4,80,565.021,1.77
4,81,391.674,2.553
4,82,465.607,2.148
4,83,433.938,2.304
4,84,494.47,2.022
4,85,521.723,1.917
4,86,463.008,2.16
4,87,366.296,2.73
4,88,469.824,2.128
4,89,410.942,2.433
4,90,505.443,1.978
4,91,397.594,2.515
4,92,404.276,2.474
4,93,596.827,1.676
4,94,497.861,2.009
4,95,415.904,2.404
4,96,464.167,2.154
4,97,434.692,2.3
4,98,510.875,1.957
4,99,475.66,2.102
4,100,421.119,2.375
4,101,578.7,1.728
4,102,437.581,2.285
4,103,427.856,2.337
4,104,327.613,3.052
4,105,382.416,2.615
4,106,415.238,2.408
4,107,567.893,1.761
4,108,520.647,1.921
4,109,488.814,2.046
4,110,447.305,2.236
4,111,414.791,2.411
4,112,460.914,2.17
4,113,529.198,1.89
4,114,452.949,2.208
4,115,448.641,2.229
4,116,431.192,2.319
4,117,511.43,1.955
4,118,460.415,2.172
4,119,341.531,2.928
4,120,460.445,2.172
4,121,522.214,1.915
4,122,393.509,2.541
4,123,445.971,2.242
4,124,407.349,2.455
4,125,525.307,1.904
4,126,440.339,2.271
4,127,618.437,1.617
4,128,383.524,2.607
4,129,428.046,2.336
4,130,557.494,1.794
4,131,456.467,2.191
4,132,539.173,1.855
4,133,418.588,2.389
4,134,523.302,1.911
4,135,417.869,2.393
4,136,376.164,2.658
4,137,554.158,1.805
4,138,462.988,2.16
4,139,483.389,2.069
4,140,327.289,3.055
4,141,437.129,2.288
4,142,564.875,1.77
4,143,370.862,2.696
4,144,396.416,2.523
4,145,344.98,2.899
4,146,424.513,2.356
4,147,415.808,2.405
4,148,396.992,2.519
4,149,196.204,5.097
4,150,137.021,7.298
4,151,93.913,10.648
5,1,583.461,1.714
5,2,432.33,2.313
5,3,443.522,2.255
5,4,378.581,2.641
5,5,464.88,2.151
5,6,331.494,3.017
5,7,460.557,2.171
5,8,314.413,3.181
5,9,396.966,2.519
5,10,482.058,2.074
5,11,358.645,2.788
5,12,384.808,2.599
5,13,299.587,3.338
5,14,394.919,2.532
5,15,493.639,2.026
5,16,344.722,2.901
5,17,306.855,3.259
5,18,408.376,2.449
5,19,463.66,2.157
5,20,446.002,2.242
5,21,418.809,2.388
5,22,489.203,2.044
5,23,500.509,1.998
5,24,372.083,2.688
5,25,352.93,2.833
5,26,397.319,2.517
5,27,434.434,2.302
5,28,394.109,2.537
5,29,435.827,2.294
5,30,352.369,2.838
5,31,369.818,2.704
5,32,419.564,2.383
5,33,303.909,3.29
5,34,408.825,2.446
5,35,363.828,2.749
5,36,403.066,2.481
5,37,414.444,2.413
5,38,532.608,1.878
5,39,397.778,2.514
5,40,400.09,2.499
5,41,453.718,2.204
5,42,418.8,2.388
5,43,381.439,2.622
5,44,439.911,2.273
5,45,340.304,2.939
5,46,427.935,2.337
5,47,333.345,3.0
5,48,479.503,2.085
5,49,470.298,2.126
5,50,442.325,2.261
5,51,444.581,2.249
5,52,461.954,2.165
5,53,589.763,1.696
5,54,420.774,2.377
5,55,326.69,3.061
5,56,484.759,2.063
5,57,415.93,2.404
5,58,454.047,2.202
5,59,363.933,2.748
5,60,444.288,2.251
5,61,515.073,1.941
5,62,388.733,2.572
5,63,465.832,2.147
5,64,428.669,2.333
5,65,455.019,2.198
5,66,413.281,2.42
5,67,389.844,2.565
5,68,474.035,2.11
5,69,590.774,1.693
5,70,456.44,2.191
5,71,513.488,1.947
5,72,422.792,2.365
5,73,603.808,1.656
5,74,317.502,3.15
5,75,489.923,2.041
5,76,485.854,2.058
5,77,391.434,2.555
5,78,415.463,2.407
5,79,440.471,2.27
5,80,508.639,1.966
5,81,525.2,1.904
5,82,449.936,2.223
5,83,388.97,2.571
5,84,566.011,1.767
5,85,467.333,2.14
5,86,537.752,1.86
5,87,432.414,2.313
5,88,513.378,1.948
5,89,518.708,1.928
5,90,596.605,1.676
5,91,540.069,1.852
5,92,422.26,2.368
5,93,546.694,1.829
5,94,300.092,3.332
5,95,504.669,1.981
5,96,404.641,2.471
5,97,398.689,2.508
5,98,465.241,2.149
5,99,426.752,2.343
5,100,514.713,1.943
5,101,423.481,2.361
5,102,389.526,2.567
5,103,505.814,1.977
5,104,480.645,2.081
5,105,436.516,2.291
5,106,422.615,2.366
5,107,409.159,2.444
5,108,366.201,2.731
5,109,391.972,2.551
5,110,452.242,2.211
5,111,377.109,2.652
5,112,421.745,2.371
5,113,375.757,2.661
5,114,448.6,2.229
5,115,411.137,2.432
5,116,413.506,2.418
5,117,394.469,2.535
5,118,463.758,2.156
5,119,446.79,2.238
5,120,424.3,2.357
5,121,513.925,1.946
5,122,386.996,2.584
5,123,426.888,2.343
5,124,458.72,2.18
5,125,502.669,1.989
5,126,369.219,2.708
5,127,372.316,2.686
5,128,474.076,2.109
5,129,308.616,3.24
5,130,508.479,1.967
5,131,502.812,1.989
5,132,437.001,2.288
5,133,502.591,1.99
5,134,520.391,1.922
5,135,430.461,2.323
5,136,498.805,2.005
5,137,501.63,1.993
5,138,439.507,2.275
5,139,559.85,1.786
5,140,567.098,1.763
5,141,358.331,2.791
5,142,491.561,2.034
5,143,352.056,2.84
5,144,398.395,2.51
5,145,400.51,2.497
5,146,481.562,2.077
5,147,430.911,2.321
5,148,491.826,2.033
5,149,580.519,1.723
5,150,419.696,2.383
5,151,282.292,3.542
6,1,607.318,1.647
6,2,352.826,2.834
6,3,316.777,3.157
6,4,382.62,2.614
6,5,414.799,2.411
6,6,579.904,1.724
6,7,367.675,2.72
6,8,403.111,2.481
6,9,323.446,3.092
6,10,371.499,2.692
6,11,438.896,2.278
6,12,471.606,2.12
6,13,390.548,2.561
6,14,512.593,1.951
6,15,365.504,2.736
6,16,395.373,2.529
6,17,508.629,1.966
6,18,401.92,2.488
6,19,403.781,2.477
6,20,479.417,2.086
6,21,512.229,1.952
6,22,487.834,2.05
6,23,480.495,2.081
6,24,436.555,2.291
6,25,441.368,2.266
6,26,396.61,2.521
6,27,451.847,2.213
6,28,424.259,2.357
6,29,367.963,2.718
6,30,403.707,2.477
6,31,379.386,2.636
6,32,418.292,2.391
6,33,375.803,2.661
6,34,464.357,2.154
6,35,366.332,2.73
6,36,382.129,2.617
6,37,411.459,2.43
6,38,372.606,2.684
6,39,439.672,2.274
6,40,403.763,2.477
6,41,404.081,2.475
6,42,549.044,1.821
6,43,401.364,2.492
6,44,378.923,2.639
6,45,443.523,2.255
6,46,533.404,1.875
6,47,447.396,2.235
6,48,323.413,3.092
6,49,364.045,2.747
6,50,462.269,2.163
6,51,363.123,2.754
6,52,533.832,1.873
6,53,407.552,2.454
6,54,368.821,2.711
6,55,425.822,2.348
6,56,419.48,2.384
6,57,408.471,2.448
6,58,508.432,1.967
6,59,435.915,2.294
6,60,410.756,2.435
6,61,544.562,1.836
6,62,315.894,3.166
6,63,483.011,2.07
6,64,460.524,2.171
6,65,480.537,2.081
6,66,432.733,2.311
6,67,662.023,1.511
6,68,435.083,2.298
6,69,539.144,1.855
6,70,359.866,2.779
6,71,464.664,2.152
6,72,403.513,2.478
6,73,365.984,2.732
6,74,404.421,2.473
6,75,386.511,2.587
6,76,554.748,1.803
6,77,433.341,2.308
6,78,422.583,2.366
6,79,419.799,2.382
6,80,400.514,2.497
6,81,470.992,2.123
6,82,426.05,2.347
6,83,384.591,2.6
6,84,295.22,3.387
6,85,333.667,2.997
6,86,413.38,2.419
6,87,530.971,1.883
6,88,440.763,2.269
6,89,435.776,2.295
6,90,471.347,2.122
6,91,438.796,2.279
6,92,455.927,2.193
6,93,381.364,2.622
6,94,434.163,2.303
6,95,464.236,2.154
6,96,636.68,1.571
6,97,394.632,2.534
6,98,436.531,2.291
6,99,457.556,2.186
6,100,463.765,2.156
6,101,535.99,1.866
6,102,385.364,2.595
6,103,499.084,2.004
6,104,428.654,2.333
6,105,434.616,2.301
6,106,454.344,2.201
6,107,394.982,2.532
6,108,465.332,2.149
6,109,492.892,2.029
6,110,452.513,2.21
6,111,411.562,2.43
6,112,445.037,2.247
6,113,286.594,3.489
6,114,533.674,1.874
6,115,450.287,2.221
6,116,385.957,2.591
6,117,456.702,2.19
6,118,515.611,1.939
6,119,479.378,2.086
6,120,416.332,2.402
6,121,469.432,2.13
6,122,486.197,2.057
6,123,456.615,2.19
6,124,453.822,2.204
6,125,472.039,2.118
6,126,468.481,2.135
6,127,358.891,2.786
6,128,445.142,2.246
6,129,541.519,1.847
6,130,426.872,2.343
6,131,499.439,2.002
6,132,587.802,1.701
6,133,354.738,2.819
6,134,356.767,2.803
6,135,543.031,1.842
6,136,458.222,2.182
6,137,533.837,1.873
6,138,375.378,2.664
6,139,385.068,2.597
6,140,468.249,2.136
6,141,345.562,2.894
6,142,399.97,2.5
6,143,397.045,2.519
6,144,378.373,2.643
6,145,499.274,2.003
6,146,509.54,1.963
6,147,581.568,1.719
6,148,592.319,1.688
6,149,527.374,1.896
6,150,385.973,2.591
6,151,233.869,4.276
7,1,555.679,1.8
7,2,342.571,2.919
7,3,501.098,1.996
7,4,319.255,3.132
7,5,603.782,1.656
7,6,365.828,2.734
7,7,411.705,2.429
7,8,362.814,2.756
7,9,438.713,2.279
7,10,419.52,2.384
7,11,344.965,2.899
7,12,408.808,2.446
7,13,481.409,2.077
7,14,460.746,2.17
7,15,415.754,2.405
7,16,347.508,2.878
7,17,405.217,2.468
7,18,433.828,2.305
7,19,414.104,2.415
7,20,546.951,1.828
7,21,404.533,2.472
7,22,476.662,2.098
7,23,416.781,2.399
7,24,367.415,2.722
7,25,483.201,2.07
7,26,345.265,2.896
7,27,518.751,1.928
7,28,426.611,2.344
7,29,358.076,2.793
7,30,391.492,2.554
7,31,488.863,2.046
7,32,413.169,2.42
7,33,466.104,2.145
7,34,373.7,2.676
7,35,434.9,2.299
7,36,375.787,2.661
7,37,463.833,2.156
7,38,404.189,2.474
7,39,497.074,2.012
7,40,426.314,2.346
7,41,509.729,1.962
7,42,387.442,2.581
7,43,374.48,2.67
7,44,484.961,2.062
7,45,389.397,2.568
7,46,510.255,1.96
7,47,418.789,2.388
7,48,354.009,2.825
7,49,307.285,3.254
7,50,453.081,2.207
7,51,371.978,2.688
7,52,389.418,2.568
7,53,344.473,2.903
7,54,362.817,2.756
7,55,386.434,2.588
7,56,323.102,3.095
7,57,570.128,1.754
7,58,495.138,2.02
7,59,514.975,1.942
7,60,391.731,2.553
7,61,398.9,2.507
7,62,419.129,2.386
7,63,360.353,2.775
7,64,414.718,2.411
7,65,507.69,1.97
7,66,315.517,3.169
7,67,462.157,2.164
7,68,566.735,1.764
7,69,389.295,2.569
7,70,543.148,1.841
7,71,361.177,2.769
7,72,402.55,2.484
7,73,308.759,3.239
7,74,568.058,1.76
7,75,469.15,2.132
7,76,435.406,2.297
7,77,518.982,1.927
7,78,432.374,2.313
7,79,397.578,2.515
7,80,301.214,3.32
7,81,455.089,2.197
7,82,408.754,2.446
7,83,456.9,2.189
7,84,365.539,2.736
7,85,476.599,2.098
7,86,486.34,2.056
7,87,405.94,2.463
7,88,522.285,1.915
7,89,378.441,2.642
7,90,433.384,2.307
7,91,455.336,2.196
7,92,489.162,2.044
7,93,406.744,2.459
7,94,382.354,2.615
7,95,308.699,3.239
7,96,483.813,2.067
7,97,409.556,2.442
7,98,406.497,2.46
7,99,430.102,2.325
7,100,492.151,2.032
7,101,399.688,2.502
7,102,470.354,2.126
7,103,533.701,1.874
7,104,555.981,1.799
7,105,506.632,1.974
7,106,573.063,1.745
